Tweet_Id,Author,Content
1890322584300056938,Ndeng,patunagn ceban ceban
1890296883362636255,ديندا,#retweet
1890098733439996183,永遠の悪⚧️,Kapam kapan😹
1890238078981378420,collectorrare,https://t.co/EQE7GiFEzm
1890322222126100818,Ndeng,jatinegara
1890245409865642406,Pipp,Pas mau kabur https://t.co/jCgJBrpT7J
1890202017936863435,Lesmana,Makin hari penglihatan semakin jomok bejir😹
1890306623953891510,rab,"Buat pemerintah
#TurunSendiriAtauKitaTurunkan"
1890099957149102156,𓍯𓂃,FR
1890221588991332628,Dave,klo mau ke korea bisa tanya2 dm gua nih
1890321887672381492,Cbcrush,"kapan yaa, gacukup nih modal guee cuma kekumpul 20rb"
1890028125234556986,gorengan,"p orang desa 🤗
https://t.co/9Nk8AiilPN"
1890242725230043644,ling,ak jg mw😔😔😔😔
1890200782848553224,Sebrul,when yah?
1890233247180923357,rivel リブル | SDVX Arc!,"keluar negeri, kerja, break terus ke temjon main DDR"
1890256874240630984,sanji,woilah😹
1890254132734488670,Panggil-saja.rehan,Gw mau pindah ke Amerika nak buka usaha barbershop
1890291756769611918,ً,Kpn yh 😔
1890293825547153514,ann,"#KaburAjaDulu pake baju ini ajaa
📌 https://t.co/nknZQ4w90M https://t.co/k90t280ZjQ"
1890018993458881003,Ndeng,Aku pas liat orang orang pada ke luar negri buat ikutan #KaburAjaDulu https://t.co/mjinw5wrWl
1890313774923452528,jannestuahdrinkedmymelk,aku jg 💀
,,
1890227404444168378,Denji,when kpn yh
1890272824373440708,panggil jo aja,semoga gw tahun ini ☺️🙏🏻
1890322385812803600,Ndeng,ingfokan
1890332067856277624,D̷e̷a̷d̷ ̷B̷y̷ ̷G̷o̷v̷e̷r̷n̷m̷e̷n̷t̷ ☢️,Wajar bila saat ini..
1890053695267910144,Luthfi,when yaaa
1890322274017747195,Ndeng,bawa helm
1890313350774456543,ikan gantenk,😔😔😔
1890328328231415844,Meinita (Kursus Bahasa Jepang 🇯🇵),"guysss mau nitip ini yaa, siapa tau ada yg mau prepare #KaburAjaDulu ke Jepang, mumpung besok udah open pendaftaran buat kelas Maret🤗🥰 https://t.co/xzpBB2soM4"
1890319497711530225,Voka 🚽🎥 SKIBIDI TOILET HYPERFIX ERA,"Genuine question, kalo kalian ada kesempatan atau inshaallah punya uang banyak buat pindah negara, kalian mau ke negara mana?"
1890288030428340636,spicecry,Kabur dari rumah aja susahnya oyyyy
1890303218716143720,dit,"kpn yh😭, menandakan kalau ak jg mw😋"
